id,timestamp,duration,context,current_text
qqG96G8YdcE_2988559,2988.559,4.401,he ran because of Charlottesville he didn't run because of Charlottesville he ran because it was his last chance it he's not equipped to be president you know it and I know it it's ridiculous we,ran because it was his last chance it
qqG96G8YdcE_2991280,2991.28,3.319,didn't run because of Charlottesville he ran because it was his last chance it he's not equipped to be president you know it and I know it it's ridiculous we have a debate we're trying to justify,he's not equipped to be president you
qqG96G8YdcE_2992960,2992.96,3.879,ran because it was his last chance it he's not equipped to be president you know it and I know it it's ridiculous we have a debate we're trying to justify his presidency his presidency he's,know it and I know it it's ridiculous we
qqG96G8YdcE_2994599,2994.599,5.24,he's not equipped to be president you know it and I know it it's ridiculous we have a debate we're trying to justify his presidency his presidency he's without question the worst president the,have a debate we're trying to justify
qqG96G8YdcE_2996839,2996.839,5.841,know it and I know it it's ridiculous we have a debate we're trying to justify his presidency his presidency he's without question the worst president the worst presidency in the history of our,his presidency his presidency he's
qqG96G8YdcE_2999839,2999.839,4.681,have a debate we're trying to justify his presidency his presidency he's without question the worst president the worst presidency in the history of our country we shouldn't be having a debate,without question the worst president the
qqG96G8YdcE_3002680,3002.68,3.96,his presidency his presidency he's without question the worst president the worst presidency in the history of our country we shouldn't be having a debate about it there's nothing to debate he,worst presidency in the history of our
qqG96G8YdcE_3004520,3004.52,4.039,without question the worst president the worst presidency in the history of our country we shouldn't be having a debate about it there's nothing to debate he made up the Charlottesville story and,country we shouldn't be having a debate
qqG96G8YdcE_3006640,3006.64,3.88,worst presidency in the history of our country we shouldn't be having a debate about it there's nothing to debate he made up the Charlottesville story and you'll see it's debunked all over the,about it there's nothing to debate he
qqG96G8YdcE_3008559,3008.559,3.881,country we shouldn't be having a debate about it there's nothing to debate he made up the Charlottesville story and you'll see it's debunked all over the place every anchor has de every,made up the Charlottesville story and
qqG96G8YdcE_3010520,3010.52,4.12,about it there's nothing to debate he made up the Charlottesville story and you'll see it's debunked all over the place every anchor has de every reasonable anchor has debunked it and,you'll see it's debunked all over the
qqG96G8YdcE_3012440,3012.44,5.04,made up the Charlottesville story and you'll see it's debunked all over the place every anchor has de every reasonable anchor has debunked it and just the other day it came out where it,place every anchor has de every
qqG96G8YdcE_3014640,3014.64,4.4,you'll see it's debunked all over the place every anchor has de every reasonable anchor has debunked it and just the other day it came out where it was fully debunked it's a nonsense story,reasonable anchor has debunked it and
qqG96G8YdcE_3017480,3017.48,5.24,place every anchor has de every reasonable anchor has debunked it and just the other day it came out where it was fully debunked it's a nonsense story he knows that and he didn't run because,just the other day it came out where it
qqG96G8YdcE_3019040,3019.04,5.519,reasonable anchor has debunked it and just the other day it came out where it was fully debunked it's a nonsense story he knows that and he didn't run because of Charlottesville he used that as an,was fully debunked it's a nonsense story
qqG96G8YdcE_3022720,3022.72,3.359,just the other day it came out where it was fully debunked it's a nonsense story he knows that and he didn't run because of Charlottesville he used that as an excuse to run,he knows that and he didn't run because
qqG96G8YdcE_3024559,3024.559,3.401,was fully debunked it's a nonsense story he knows that and he didn't run because of Charlottesville he used that as an excuse to run president bid and debunk it happened all,of Charlottesville he used that as an
